Gene1	Gene2	corVal	pValue
GZMA	TNFRSF18	-0.0185683786232994	0.0844446246042763
IL32	CXCR3	-0.0186078066530257	0.0837868387046762
CXCR3	IL32	-0.0186078066530259	0.083786838704672
GIMAP7	HSPA8	-0.0186205448818009	0.0835752128980193
HSPA8	GIMAP7	-0.0186205448818009	0.0835752128980188
CCL5	ALOX5AP	-0.018652132524046	0.0830523003832175
ALOX5AP	CCL5	-0.0186521325240461	0.0830523003832153
CD3E	SELL	-0.0186758676992766	0.0826611268380398
SELL	CD3E	-0.0186758676992766	0.0826611268380393
TNFRSF25	LY9	-0.0186829980362448	0.0825439056003463
LY9	TNFRSF25	-0.0186829980362448	0.0825439056003461
SELL	PTGER4	-0.0187124511020115	0.0820611302996302
PTGER4	SELL	-0.0187124511020116	0.0820611302996297
HLA-DQA1	CD96	-0.0187309947432899	0.0817583514288887
CD96	HLA-DQA1	-0.01873099474329	0.081758351428887
APOBEC3G	CD3E	-0.0187914114630185	0.0807781531216135
CD3E	APOBEC3G	-0.0187914114630186	0.0807781531216119
GZMM	TNFRSF4	-0.0187977205954597	0.080676346532897
TNFRSF4	GZMM	-0.0187977205954597	0.0806763465328968
TNFRSF4	RARRES3	-0.0188078288810321	0.0805134525406629
RARRES3	TNFRSF4	-0.0188078288810322	0.0805134525406621
LIME1	IKZF3	-0.0188238471817647	0.0802558663358084
IKZF3	LIME1	-0.0188238471817648	0.0802558663358077
ZAP70	SLAMF1	-0.0188347340581009	0.0800811796453063
SLAMF1	ZAP70	-0.0188347340581009	0.0800811796453056
CST7	RARRES3	-0.0188457323683729	0.0799050187198724
RARRES3	CST7	-0.0188457323683729	0.0799050187198722
NBAS	TAGAP	-0.0188713934457556	0.0794952271866379
TAGAP	NBAS	-0.0188713934457556	0.0794952271866375
CD247	RGS1	-0.0188871205868552	0.0792449199541757
RGS1	CD247	-0.0188871205868552	0.0792449199541756
LAIR2	TOX	-0.0188899080112338	0.0792006232869905
TOX	LAIR2	-0.0188899080112338	0.0792006232869903
PTGER4	IKZF3	-0.0189045841853248	0.0789677271853113
IKZF3	PTGER4	-0.0189045841853248	0.0789677271853109
KLRB1	HLA-DQA1	-0.0189289877857433	0.0785816999669418
HLA-DQA1	KLRB1	-0.0189289877857434	0.0785816999669398
IL32	LY9	-0.0189355949688263	0.0784774490794377
LY9	IL32	-0.0189355949688264	0.0784774490794368
TIGIT	CXCR4	-0.0190178898340846	0.0771883726351367
CXCR4	TIGIT	-0.0190178898340847	0.0771883726351354
TMC8	CST7	-0.0190364295765763	0.0769003578809782
CST7	TMC8	-0.0190364295765764	0.0769003578809773
BIRC3	ZFP36L2	-0.0190663230361732	0.0764378082752663
ZFP36L2	BIRC3	-0.0190663230361733	0.0764378082752657
CCL5	HLA-DRB1	-0.0190826118395586	0.0761867235279323
HLA-DRB1	CCL5	-0.0190826118395587	0.0761867235279308
TSPAN13	CD3G	-0.0191045439430586	0.0758497127448177
CD3G	TSPAN13	-0.0191045439430587	0.0758497127448159
CD52	SH2D2A	-0.0191115175682053	0.0757428105358045
SH2D2A	CD52	-0.0191115175682054	0.0757428105358025
GNLY	CD96	-0.0191217028278326	0.0755868964792211
CD96	GNLY	-0.0191217028278326	0.0755868964792211
TCF7	SAMSN1	-0.0191662933368699	0.0749073935092406
SAMSN1	TCF7	-0.0191662933368699	0.0749073935092399
PGM2L1	APOBEC3G	-0.0191990333555477	0.0744116593922866
APOBEC3G	PGM2L1	-0.0191990333555478	0.0744116593922859
SIT1	CST7	-0.0192074343933391	0.0742848878231331
CST7	SIT1	-0.0192074343933392	0.0742848878231313
ZAP70	ALOX5AP	-0.0193234677593256	0.0725519278952518
ALOX5AP	ZAP70	-0.0193234677593259	0.0725519278952479
GIMAP7	SIT1	-0.0193465545393487	0.0722111042105071
SIT1	GIMAP7	-0.0193465545393487	0.0722111042105061
CXCR3	NBAS	-0.0193750053035322	0.0717928978092209
NBAS	CXCR3	-0.0193750053035323	0.0717928978092198
TIGIT	S100A10	-0.0193768222538674	0.0717662574391395
S100A10	TIGIT	-0.0193768222538674	0.0717662574391384
SIT1	APOBEC3G	-0.0194000982994921	0.0714256966776114
APOBEC3G	SIT1	-0.0194000982994922	0.0714256966776094
CST7	KIAA1551	-0.0194305042020416	0.0709828122121552
KIAA1551	CST7	-0.0194305042020417	0.0709828122121551
GNLY	HSPA8	-0.0194435247312489	0.0707938482230098
HSPA8	GNLY	-0.0194435247312489	0.0707938482230091
SLC9A3R1	TNFRSF4	-0.0194452513292888	0.0707688214986979
TNFRSF4	SLC9A3R1	-0.0194452513292889	0.0707688214986963
TMSB4X	CD28	-0.0194688409825909	0.0704276198092015
CD28	TMSB4X	-0.019468840982591	0.0704276198092008
TRAC	GZMM	-0.0194893594815549	0.0701319377444593
GZMM	TRAC	-0.0194893594815549	0.0701319377444591
CXCR4	CD247	-0.0194917766487546	0.0700971722868349
CD247	CXCR4	-0.0194917766487546	0.0700971722868347
IKZF3	CD52	-0.0195012318267579	0.069961316848218
CD52	IKZF3	-0.019501231826758	0.0699613168482175
CAMK4	LIME1	-0.0195596771228612	0.0691263416474327
LIME1	CAMK4	-0.0195596771228613	0.0691263416474314
CD69	CD82	-0.0196086715540143	0.0684327077837747
CD82	CD69	-0.0196086715540144	0.0684327077837728
HLA-DPA1	CXCR4	-0.0196414410163839	0.067971977606304
CXCR4	HLA-DPA1	-0.0196414410163841	0.0679719776063018
TRAC	RHOH	-0.0196421270288023	0.0679623597727968
RHOH	TRAC	-0.0196421270288023	0.0679623597727965
SYTL1	CD3E	-0.0196443124847354	0.067931727334334
CD3E	SYTL1	-0.0196443124847356	0.0679317273343318
TNFRSF4	TUBA4A	-0.0196907278981675	0.0672838224350278
TUBA4A	TNFRSF4	-0.0196907278981675	0.0672838224350276
CD28	ZFP36L2	-0.0196934772639762	0.0672456045645837
ZFP36L2	CD28	-0.0196934772639762	0.0672456045645834
HLA-DPA1	PTPN7	-0.0197379604551747	0.0666297396180938
PTPN7	HLA-DPA1	-0.0197379604551748	0.0666297396180933
CXCR4	TRAV8-3	-0.0197559288824195	0.0663822891086143
TRAV8-3	CXCR4	-0.0197559288824195	0.0663822891086137
HSPA8	TCF7	-0.0197809497466858	0.0660389778748538
TCF7	HSPA8	-0.0197809497466858	0.0660389778748528
TRAV8-3	PTGER4	-0.0197813082531653	0.0660340694584231
PTGER4	TRAV8-3	-0.0197813082531653	0.066034069458423
ALOX5AP	TIGIT	-0.0198751022787498	0.0647601958450851
TIGIT	ALOX5AP	-0.0198751022787498	0.0647601958450846
TMSB10	RHOH	-0.0198809613084579	0.0646812982550082
RHOH	TMSB10	-0.0198809613084579	0.0646812982550075
SLC9A3R1	DUSP2	-0.0198814467195308	0.0646747652769456
DUSP2	SLC9A3R1	-0.0198814467195309	0.0646747652769455
PGM2L1	TRAT1	-0.0199129280935911	0.0642522296219506
TRAT1	PGM2L1	-0.0199129280935912	0.0642522296219494
HLA-DPA1	BATF	-0.019930518460732	0.0640171297918139
BATF	HLA-DPA1	-0.0199305184607321	0.0640171297918124
TC2N	BIRC3	-0.0200119295119575	0.062938281813606
BIRC3	TC2N	-0.0200119295119575	0.0629382818136052
TRAV8-2	CD247	-0.0200727195723385	0.0621425375073571
CD247	TRAV8-2	-0.0200727195723386	0.0621425375073562
TC2N	C12orf75	-0.0200804730516227	0.0620416452273718
C12orf75	TC2N	-0.0200804730516227	0.0620416452273716
TOX	DDIT4	-0.0200861269871983	0.0619681587691808
DDIT4	TOX	-0.0200861269871983	0.0619681587691803
LAIR2	CXCR4	-0.0200984416979345	0.06180834879614
CXCR4	LAIR2	-0.0200984416979345	0.0618083487961394
ISG20	PTGER4	-0.0201560141375893	0.0610657399178389
PTGER4	ISG20	-0.0201560141375893	0.0610657399178386
S100A10	TRBC1	-0.0201890866208876	0.0606425001534277
TRBC1	S100A10	-0.0201890866208876	0.0606425001534276
SKAP1	TRAV8-2	-0.0202585325598656	0.0597616843817837
TRAV8-2	SKAP1	-0.0202585325598656	0.0597616843817826
ZFP36L2	ZAP70	-0.020285014717774	0.059428605006887
ZAP70	ZFP36L2	-0.020285014717774	0.0594286050068865
TNFRSF4	SELL	-0.020325022461139	0.0589283295359298
SELL	TNFRSF4	-0.020325022461139	0.0589283295359295
HLA-DRB1	TRAC	-0.0203861437644065	0.0581707935584464
TRAC	HLA-DRB1	-0.0203861437644065	0.0581707935584455
BIRC3	CD69	-0.0204316028064685	0.0576126361379225
CD69	BIRC3	-0.0204316028064685	0.0576126361379218
PGM2L1	LCK	-0.0204357456326123	0.0575619915723077
LCK	PGM2L1	-0.0204357456326123	0.0575619915723076
KIAA1551	DDIT4	-0.0204421026361303	0.057484351446964
DDIT4	KIAA1551	-0.0204421026361303	0.0574843514469639
SRGN	IL7R	-0.0204457167962673	0.057440249379974
IL7R	SRGN	-0.0204457167962673	0.0574402493799737
PIM2	RARRES3	-0.0204508712972604	0.0573773998561883
RARRES3	PIM2	-0.0204508712972605	0.0573773998561873
PTPRCAP	SAMSN1	-0.0204690112241728	0.0571566717944882
SAMSN1	PTPRCAP	-0.0204690112241729	0.0571566717944876
ZAP70	RHOH	-0.0204737443778961	0.0570991947145644
RHOH	ZAP70	-0.0204737443778961	0.0570991947145638
S100A10	CXCR4	-0.0204862704003659	0.056947316793498
CXCR4	S100A10	-0.020486270400366	0.056947316793496
LCK	GNLY	-0.0205098495307801	0.056662331658911
GNLY	LCK	-0.0205098495307801	0.0566623316589108
SH2D2A	CD3E	-0.0205281865091442	0.056441526046274
CD3E	SH2D2A	-0.0205281865091444	0.0564415260462718
TRBV4-1	ACTB	-0.0205326239716158	0.0563881998809008
ACTB	TRBV4-1	-0.0205326239716161	0.056388199880897
LIME1	CD69	-0.0205422108987243	0.0562731343875857
CD69	LIME1	-0.0205422108987243	0.0562731343875853
TMC8	TIGIT	-0.020564228554803	0.0560096109155685
TIGIT	TMC8	-0.020564228554803	0.0560096109155684
IL32	CXCR4	-0.0205788127085498	0.0558356234255099
CXCR4	IL32	-0.02057881270855	0.0558356234255077
GZMM	SLAMF1	-0.0206289683798183	0.0552407036125014
SLAMF1	GZMM	-0.0206289683798183	0.0552407036125012
ITK	PTPRCAP	-0.0206323319651706	0.0552009962860189
PTPRCAP	ITK	-0.0206323319651708	0.0552009962860172
GIMAP7	PTGER4	-0.0206359042722984	0.0551588510360133
PTGER4	GIMAP7	-0.0206359042722985	0.0551588510360131
TCF7	S100A4	-0.0206780854645957	0.0546632318648237
S100A4	TCF7	-0.0206780854645957	0.0546632318648232
TRBC1	ACTB	-0.0207062804123509	0.0543340228699729
ACTB	TRBC1	-0.020706280412351	0.0543340228699723
GZMA	CD40LG	-0.0207156770856355	0.0542246738433346
CD40LG	GZMA	-0.0207156770856355	0.054224673843334
NBAS	CD52	-0.0207265139810205	0.0540987929918552
CD52	NBAS	-0.0207265139810206	0.0540987929918544
TMSB10	CD3E	-0.0207266995879864	0.0540966391160453
CD3E	TMSB10	-0.0207266995879864	0.0540966391160451
LAIR2	GIMAP7	-0.0207653438330425	0.0536497477720616
GIMAP7	LAIR2	-0.0207653438330426	0.0536497477720606
CD69	SRGN	-0.020768313615867	0.0536155323866171
SRGN	CD69	-0.0207683136158671	0.0536155323866165
GZMA	CD82	-0.0207775593335165	0.0535091274852924
CD82	GZMA	-0.0207775593335165	0.0535091274852924
ACTB	TAGAP	-0.0207794350098499	0.0534875626775478
TAGAP	ACTB	-0.02077943500985	0.0534875626775474
RARRES3	BATF	-0.0207877381525594	0.0533921878946063
BATF	RARRES3	-0.0207877381525594	0.0533921878946063
CD40LG	CD3D	-0.0208067378390446	0.0531744805041398
CD3D	CD40LG	-0.020806737839045	0.0531744805041355
C12orf75	ITK	-0.0208371837939847	0.0528271626754342
ITK	C12orf75	-0.0208371837939849	0.0528271626754329
LAIR2	CD247	-0.0208395292115018	0.0528004857132915
CD247	LAIR2	-0.0208395292115018	0.0528004857132914
TRAV8-2	LTB	-0.0208591999346014	0.0525771921770067
LTB	TRAV8-2	-0.0208591999346016	0.052577192177005
DDIT4	LCK	-0.0208625268126607	0.0525395050393224
LCK	DDIT4	-0.0208625268126607	0.0525395050393222
ZAP70	LTB	-0.0208946319475338	0.0521769745320638
LTB	ZAP70	-0.0208946319475339	0.0521769745320632
CD82	IL7R	-0.0208994289328675	0.0521229871115415
IL7R	CD82	-0.0208994289328675	0.0521229871115413
ZFP36L2	C12orf75	-0.0209547716092802	0.0515035071150864
C12orf75	ZFP36L2	-0.0209547716092802	0.0515035071150861
HLA-DPA1	CD40LG	-0.0209621139451438	0.0514217852517399
CD40LG	HLA-DPA1	-0.0209621139451439	0.0514217852517387
TUBA4A	HLA-DQA1	-0.0210290967404456	0.0506812504036616
HLA-DQA1	TUBA4A	-0.0210290967404457	0.0506812504036612
ZFP36L2	HLA-DRB5	-0.0210524242274606	0.050425457228017
HLA-DRB5	ZFP36L2	-0.0210524242274606	0.0504254572280168
ITM2A	HLA-DQA1	-0.0210639121270672	0.0502998868556152
HLA-DQA1	ITM2A	-0.0210639121270672	0.0502998868556151
TRAV8-3	IL32	-0.0211209358671883	0.0496804515449252
IL32	TRAV8-3	-0.0211209358671883	0.049680451544925
C12orf75	IL7R	-0.021142330046261	0.0494497077376981
IL7R	C12orf75	-0.021142330046261	0.0494497077376976
IKZF3	CD40LG	-0.021153244279744	0.0493323405396006
CD40LG	IKZF3	-0.021153244279744	0.0493323405396002
IKZF3	S100A10	-0.0211567828471403	0.0492943384339363
S100A10	IKZF3	-0.0211567828471403	0.0492943384339359
TCF7	HLA-DRB1	-0.0211730599373196	0.0491198483383965
HLA-DRB1	TCF7	-0.0211730599373196	0.049119848338396
GNLY	CD3E	-0.0211756181843032	0.0490924711634099
CD3E	GNLY	-0.0211756181843038	0.0490924711634043
S100A10	TMC8	-0.021181380610063	0.0490308512487736
TMC8	S100A10	-0.0211813806100631	0.049030851248773
C12orf75	LTB	-0.0212142665193769	0.0486804299846513
LTB	C12orf75	-0.0212142665193769	0.0486804299846507
SAMSN1	GZMM	-0.0212223598104026	0.0485945136917973
GZMM	SAMSN1	-0.0212223598104026	0.048594513691797
CCL5	LTB	-0.0212634583912229	0.0481601840592527
LTB	CCL5	-0.021263458391223	0.0481601840592518
NBAS	CD247	-0.0212778576549884	0.048008786109356
CD247	NBAS	-0.0212778576549885	0.0480087861093554
SELL	HLA-DRB5	-0.0213262149531571	0.0475032669503253
HLA-DRB5	SELL	-0.0213262149531572	0.0475032669503251
S100A10	CD3E	-0.0213356798024624	0.0474048484186881
CD3E	S100A10	-0.0213356798024625	0.0474048484186869
S100A10	CD69	-0.0213610120118012	0.0471422790831355
CD69	S100A10	-0.0213610120118013	0.0471422790831339
ITM2A	CD52	-0.0213642662566294	0.0471086375282822
CD52	ITM2A	-0.0213642662566295	0.0471086375282812
DDIT4	TMSB4X	-0.0214052218865238	0.0466869718846139
TMSB4X	DDIT4	-0.0214052218865238	0.0466869718846139
ZFP36L2	BATF	-0.0214077749840937	0.0466607915275865
BATF	ZFP36L2	-0.0214077749840937	0.0466607915275862
BATF	TRBC2	-0.0214091448615781	0.0466467494169471
TRBC2	BATF	-0.0214091448615782	0.0466467494169463
SLC9A3R1	RGS1	-0.0214253337053461	0.0464810726751189
RGS1	SLC9A3R1	-0.0214253337053462	0.0464810726751185
DDIT4	SYTL1	-0.021431797768318	0.0464150579019068
SYTL1	DDIT4	-0.021431797768318	0.0464150579019067
RASAL3	CD28	-0.0214528562871834	0.0462005431173034
CD28	RASAL3	-0.0214528562871834	0.0462005431173026
ITM2A	CD74	-0.0214561744611107	0.046166818433991
CD74	ITM2A	-0.0214561744611109	0.0461668184339891
CLEC2D	DUSP2	-0.0215045603162523	0.0456773927359444
DUSP2	CLEC2D	-0.0215045603162523	0.0456773927359442
CST7	ITM2A	-0.0215219940965798	0.0455021235345777
ITM2A	CST7	-0.0215219940965798	0.0455021235345773
BIRC3	ITM2A	-0.0215671774046369	0.0450505121841074
ITM2A	BIRC3	-0.0215671774046369	0.0450505121841071
IKZF3	HLA-DRB1	-0.0216135065830078	0.0445913773561888
HLA-DRB1	IKZF3	-0.0216135065830078	0.0445913773561882
LAIR2	EVL	-0.0216602096862842	0.0441325380272638
EVL	LAIR2	-0.0216602096862843	0.0441325380272633
PGM2L1	TRAV8-3	-0.0216636799632278	0.0440986035618536
TRAV8-3	PGM2L1	-0.021663679963228	0.0440986035618523
SAMSN1	GIMAP7	-0.0217194476604229	0.0435562867997405
GIMAP7	SAMSN1	-0.0217194476604229	0.0435562867997401
KLRB1	GATA3	-0.0217856262322193	0.0429200470404606
GATA3	KLRB1	-0.0217856262322193	0.0429200470404605
NBAS	SLC38A1	-0.0218623793501967	0.0421919989694236
SLC38A1	NBAS	-0.0218623793501967	0.0421919989694234
KIAA1551	SLAMF1	-0.0219062023742889	0.0417810169348383
SLAMF1	KIAA1551	-0.0219062023742889	0.0417810169348383
IL7R	SEPT1	-0.0219234520583936	0.0416201774483728
SEPT1	IL7R	-0.0219234520583936	0.0416201774483725
HLA-DRB5	RGS1	-0.0219392777259482	0.0414730770906854
RGS1	HLA-DRB5	-0.0219392777259484	0.0414730770906839
S100A10	LY9	-0.0220161927899411	0.0407644012907354
LY9	S100A10	-0.0220161927899411	0.0407644012907353
CD69	S100A4	-0.0220285336066128	0.0406516569385768
S100A4	CD69	-0.022028533606613	0.0406516569385746
SLC9A3R1	ITK	-0.0220512559859457	0.0404447589694253
ITK	SLC9A3R1	-0.0220512559859457	0.0404447589694249
SH2D1A	CD3G	-0.0221074393604457	0.0399370120299302
CD3G	SH2D1A	-0.0221074393604458	0.0399370120299291
TRBV4-1	GATA3	-0.0221866029126393	0.0392307699755992
GATA3	TRBV4-1	-0.0221866029126394	0.0392307699755985
HLA-DPA1	GNLY	-0.0221878563057389	0.0392196738992844
GNLY	HLA-DPA1	-0.022187856305739	0.0392196738992835
TRBV4-1	TMSB10	-0.022214103459955	0.0389879237112446
TMSB10	TRBV4-1	-0.022214103459955	0.0389879237112444
PTGER4	APOBEC3G	-0.0222259168184379	0.0388839973622107
APOBEC3G	PTGER4	-0.022225916818438	0.0388839973622104
KLRB1	BATF	-0.0222350075254067	0.038804183442823
BATF	KLRB1	-0.0222350075254067	0.038804183442823
CD247	SAMSN1	-0.022245835274699	0.0387093003991868
SAMSN1	CD247	-0.022245835274699	0.0387093003991867
CD28	CST7	-0.0223078510308475	0.0381696485162268
CST7	CD28	-0.0223078510308476	0.0381696485162266
ITK	ACTB	-0.0223163568640192	0.0380961331579862
ACTB	ITK	-0.0223163568640193	0.0380961331579856
TRAT1	DUSP2	-0.0223942046392664	0.0374288752427166
DUSP2	TRAT1	-0.0223942046392664	0.0374288752427161
CXCR4	GZMA	-0.0224017208200428	0.0373649813401945
GZMA	CXCR4	-0.0224017208200429	0.0373649813401934
EVL	TNFRSF18	-0.0224024069063575	0.0373591536512318
TNFRSF18	EVL	-0.0224024069063576	0.0373591536512315
SELL	NBAS	-0.0224159232850157	0.0372445017432948
NBAS	SELL	-0.0224159232850157	0.0372445017432943
SAMSN1	EVL	-0.022424669192143	0.0371704747801912
EVL	SAMSN1	-0.0224246691921431	0.0371704747801908
CXCR4	LAT	-0.0224320870117001	0.037107787189092
LAT	CXCR4	-0.0224320870117001	0.0371077871890917
NBAS	CD3E	-0.0224433928762656	0.0370124150710522
CD3E	NBAS	-0.0224433928762656	0.0370124150710518
TAGAP	DDIT4	-0.0224525457115209	0.0369353580533029
DDIT4	TAGAP	-0.0224525457115209	0.0369353580533027
ISG20	CST7	-0.0224554109528256	0.0369112638977324
CST7	ISG20	-0.0224554109528256	0.0369112638977322
GNLY	CD2	-0.0224564359668052	0.0369026476838967
CD2	GNLY	-0.0224564359668056	0.0369026476838933
S100A10	TNFRSF4	-0.0224588834329479	0.0368820813381143
TNFRSF4	S100A10	-0.022458883432948	0.036882081338114
HSPA8	IL7R	-0.02246363040901	0.0368422197622314
IL7R	HSPA8	-0.0224636304090101	0.0368422197622304
GZMM	SLC38A1	-0.0225696538392433	0.0359614275654888
SLC38A1	GZMM	-0.0225696538392433	0.0359614275654887
IL32	TAGAP	-0.0226025948375414	0.0356914511032695
TAGAP	IL32	-0.0226025948375414	0.0356914511032693
S100A10	SIT1	-0.0226213134972248	0.0355388090906987
SIT1	S100A10	-0.0226213134972249	0.0355388090906978
SH2D1A	HLA-DPA1	-0.0226335766312733	0.0354391110913092
HLA-DPA1	SH2D1A	-0.0226335766312733	0.035439111091309
IL7R	PGM2L1	-0.0226495826666667	0.0353093427295941
PGM2L1	IL7R	-0.0226495826666668	0.0353093427295938
CXCR4	CD82	-0.0227368843402283	0.0346086623143093
CD82	CXCR4	-0.0227368843402284	0.0346086623143088
C12orf75	DUSP2	-0.0227500915072974	0.0345037030378062
DUSP2	C12orf75	-0.0227500915072974	0.0345037030378059
GZMA	LAT	-0.0227956575692044	0.0341436676224669
LAT	GZMA	-0.0227956575692045	0.0341436676224661
SLAMF1	ALOX5AP	-0.022846815868164	0.0337432761376992
ALOX5AP	SLAMF1	-0.022846815868164	0.0337432761376989
S100A4	RHOH	-0.0228529097297105	0.0336958510600993
RHOH	S100A4	-0.0228529097297106	0.0336958510600987
CD3E	TMC8	-0.0229013521653495	0.0333208743486285
TMC8	CD3E	-0.0229013521653496	0.0333208743486277
LY9	SH2D2A	-0.0229143758251509	0.0332206735285963
SH2D2A	LY9	-0.0229143758251509	0.033220673528596
SYTL1	CD28	-0.0229314781323453	0.0330894842559176
CD28	SYTL1	-0.0229314781323453	0.0330894842559173
TRBC2	IL22	-0.0229482847606071	0.0329609952595789
IL22	TRBC2	-0.0229482847606073	0.0329609952595779
TSPAN13	TC2N	-0.0229769609168811	0.0327427479630445
TC2N	TSPAN13	-0.0229769609168811	0.0327427479630445
LAIR2	TCF7	-0.0229811940886045	0.0327106353495481
TCF7	LAIR2	-0.0229811940886046	0.0327106353495473
ISG20	S100A4	-0.0230308448087365	0.0323359961735635
S100A4	ISG20	-0.0230308448087365	0.0323359961735633
TNFRSF4	CD28	-0.0230439544189177	0.0322376932460254
CD28	TNFRSF4	-0.0230439544189179	0.0322376932460246
CD28	SLC38A1	-0.0230714683635711	0.0320322111611559
SLC38A1	CD28	-0.0230714683635711	0.0320322111611555
SH2D1A	EVL	-0.023127408087463	0.0316178960910731
EVL	SH2D1A	-0.0231274080874631	0.0316178960910728
CAMK4	ACTB	-0.0231323989543856	0.0315811557374363
ACTB	CAMK4	-0.0231323989543856	0.0315811557374362
CD74	TRAT1	-0.0231348006610763	0.0315634885833464
TRAT1	CD74	-0.0231348006610763	0.0315634885833463
LAT	CD74	-0.0231552854206057	0.0314131451187329
CD74	LAT	-0.0231552854206058	0.0314131451187322
SLC38A1	CD82	-0.0231726282315688	0.0312863418447355
CD82	SLC38A1	-0.0231726282315688	0.0312863418447352
BATF	C12orf75	-0.0232387694095225	0.0308067682874043
C12orf75	BATF	-0.0232387694095225	0.0308067682874043
PTPN7	ZFP36L2	-0.0232997384882102	0.0303702996078723
ZFP36L2	PTPN7	-0.0232997384882103	0.0303702996078721
SH2D2A	TMSB4X	-0.0233214135261156	0.0302164162445592
TMSB4X	SH2D2A	-0.0233214135261158	0.030216416244558
GNLY	TMSB4X	-0.023323665170082	0.0302004690249817
TMSB4X	GNLY	-0.0233236651700821	0.0302004690249811
LAIR2	GZMA	-0.0233244179363513	0.0301951391872766
GZMA	LAIR2	-0.0233244179363514	0.0301951391872757
KLRB1	BIRC3	-0.0233931148522583	0.0297121319602077
BIRC3	KLRB1	-0.0233931148522584	0.0297121319602073
EVL	IL22	-0.0234565031815615	0.0292723567601103
IL22	EVL	-0.0234565031815615	0.02927235676011
TNFRSF18	TMSB4X	-0.0234775790066044	0.0291273828320004
TMSB4X	TNFRSF18	-0.0234775790066045	0.0291273828319996
GIMAP7	SLAMF1	-0.0235006552113458	0.0289693578831117
SLAMF1	GIMAP7	-0.0235006552113459	0.0289693578831111
TNFRSF18	SLC9A3R1	-0.0235410679278539	0.028694390473483
SLC9A3R1	TNFRSF18	-0.023541067927854	0.0286943904734821
CD247	LTB	-0.0235526887722019	0.0286157396291387
LTB	CD247	-0.023552688772202	0.0286157396291379
CD69	IL32	-0.0236122122244852	0.0282157841455139
IL32	CD69	-0.0236122122244855	0.0282157841455123
CXCR3	BATF	-0.0236318148782479	0.0280851267439405
BATF	CXCR3	-0.023631814878248	0.0280851267439397
TIGIT	HLA-DRB5	-0.0236478504512771	0.027978632996679
HLA-DRB5	TIGIT	-0.0236478504512775	0.0279786329966763
SELL	GZMA	-0.0236596436974888	0.0279005352059783
GZMA	SELL	-0.0236596436974888	0.0279005352059781
SAMSN1	HLA-DQA1	-0.0236664214266147	0.0278557364935319
HLA-DQA1	SAMSN1	-0.0236664214266147	0.0278557364935317
PTPN7	BIRC3	-0.0239087176430621	0.0262944566156381
BIRC3	PTPN7	-0.0239087176430621	0.026294456615638
ZFP36L2	CD74	-0.0239307759056134	0.0261561497874408
CD74	ZFP36L2	-0.0239307759056135	0.0261561497874398
TSPAN13	LCK	-0.0239457904934489	0.026062367289383
LCK	TSPAN13	-0.0239457904934491	0.026062367289382
C12orf75	RASAL3	-0.0239578760743733	0.0259870908914038
RASAL3	C12orf75	-0.0239578760743733	0.0259870908914037
HLA-DPA1	IL2RG	-0.0239842525735393	0.0258234543371399
IL2RG	HLA-DPA1	-0.0239842525735393	0.0258234543371397
HSPA8	SEPT1	-0.0239936809002917	0.0257651786875605
SEPT1	HSPA8	-0.0239936809002919	0.0257651786875594
SIT1	BIRC3	-0.0240130053269716	0.0256460914325528
BIRC3	SIT1	-0.0240130053269717	0.0256460914325521
CD74	ZAP70	-0.0240139435082473	0.0256403220037525
ZAP70	CD74	-0.0240139435082474	0.0256403220037524
CD247	TUBA4A	-0.0240390160377139	0.0254865515727542
TUBA4A	CD247	-0.024039016037714	0.0254865515727537
KLRB1	CD2	-0.0241006631231163	0.0251118565187351
CD2	KLRB1	-0.0241006631231164	0.0251118565187348
ACTB	ZFP36L2	-0.0241466995414596	0.0248351628042358
ZFP36L2	ACTB	-0.0241466995414597	0.0248351628042351
DUSP2	TNFRSF25	-0.0241969802179463	0.0245359797399824
TNFRSF25	DUSP2	-0.0241969802179464	0.0245359797399818
PTGER4	S100A10	-0.0243081651110513	0.0238854670809274
S100A10	PTGER4	-0.0243081651110513	0.0238854670809274
KLRB1	CXCR3	-0.0244535929104886	0.023057219932785
CXCR3	KLRB1	-0.0244535929104886	0.0230572199327846
PTPRCAP	CD28	-0.0244637157520756	0.0230005076499146
CD28	PTPRCAP	-0.0244637157520757	0.0230005076499136
HLA-DPA1	IL22	-0.0244876154962829	0.0228670919366577
IL22	HLA-DPA1	-0.024487615496283	0.022867091936657
TNFRSF18	GZMM	-0.0245002829214392	0.0227966514150539
GZMM	TNFRSF18	-0.0245002829214393	0.0227966514150534
HLA-DRB5	ITM2A	-0.0245096748856558	0.0227445467060189
ITM2A	HLA-DRB5	-0.0245096748856558	0.0227445467060188
CST7	SAMSN1	-0.0245406794673958	0.0225732734319255
SAMSN1	CST7	-0.0245406794673958	0.0225732734319252
IL22	TNFRSF4	-0.0246032352429977	0.0222311164693453
TNFRSF4	IL22	-0.0246032352429978	0.0222311164693445
LAIR2	PTPN7	-0.024667817601902	0.0218826145293741
PTPN7	LAIR2	-0.024667817601902	0.0218826145293737
RGS1	HLA-DRB1	-0.0246857821547399	0.0217865223907822
HLA-DRB1	RGS1	-0.0246857821547401	0.0217865223907809
TUBA4A	LAIR2	-0.0247532073728789	0.0214291334285568
LAIR2	TUBA4A	-0.024753207372879	0.0214291334285565
HSPA8	NBAS	-0.0248143530511773	0.0211094535247783
NBAS	HSPA8	-0.0248143530511774	0.0211094535247775
