Parent	Type	Child	Weight	Probability	Score
KIAA1551	+	CD28	0.381277	0.000000	NaN
CXCR3	+	CD28	0.246720	0.000000	NaN
DDIT4	+	CD28	0.075557	0.000000	NaN
TC2N	+	CD28	0.471780	0.000000	NaN
GZMM	+	CD28	0.097555	0.000000	NaN
SH2D2A	+	CD28	0.075557	0.000000	NaN
ITK	+	CD28	0.721569	0.000000	NaN
HLA-DRB1	+	CD28	0.000177	0.000000	NaN
TSPAN13	+	CD28	0.084835	0.000000	NaN
RGS1	-	CD28	-0.105007	0.000000	NaN
APOBEC3G	-	CD28	-0.425642	0.000000	NaN
PIM2	+	CD28	0.291972	0.000000	NaN
TUBA4A	-	CD28	-0.097822	0.000000	NaN
RARRES3	-	CD28	-0.055000	0.000000	NaN
TCF7	-	CD28	-0.102400	0.000000	NaN
KLRB1	+	CD28	0.243430	0.000000	NaN
GIMAP7	+	CD28	0.221730	0.000000	NaN
CD247	+	CD28	0.478345	0.000000	NaN
PGM2L1	+	CD28	0.437219	0.000000	NaN
CD3D	+	CD28	0.567732	0.000000	NaN
IL22	+	CD28	0.008568	0.000000	NaN
CCL5	+	CD28	0.130845	0.000000	NaN
CLEC2D	+	CD28	0.181145	0.000000	NaN
CAMK4	+	CD28	0.447547	0.000000	NaN
TRAV8-2	+	CD28	0.649023	0.000000	NaN
CD74	+	CD28	0.000088	0.000000	NaN
CD28	-	CD28	-0.073531	0.000000	NaN
TNFRSF18	+	CD28	0.316025	0.000000	NaN
CD52	+	CD28	0.169174	0.000000	NaN
IL32	-	CD28	-0.006346	0.000000	NaN
TRAV8-3	+	CD28	0.307080	0.000000	NaN
ZAP70	+	CD28	0.028626	0.000000	NaN
ISG20	+	CD28	0.629615	0.000000	NaN
CD69	+	CD28	0.287224	0.000000	NaN
SLC38A1	-	CD28	-0.016266	0.000000	NaN
LY9	-	CD28	-0.289868	0.000000	NaN
HSPA8	-	CD28	-0.037191	0.000000	NaN
EVL	+	CD28	0.146456	0.000000	NaN
TOX	-	CD28	-0.361273	0.000000	NaN
TRAT1	+	CD28	0.366709	0.000000	NaN
LAIR2	+	CD28	0.247821	0.000000	NaN
CD82	-	CD28	-0.060604	0.000000	NaN
ACTB	+	TNFRSF18	0.002206	0.000000	NaN
TIGIT	+	TNFRSF18	1.413490	0.000000	NaN
BIRC3	+	TNFRSF18	0.018144	0.000000	NaN
SLAMF1	+	TNFRSF18	0.135280	0.000000	NaN
CST7	-	TNFRSF18	-0.005562	0.000000	NaN
SAMSN1	+	TNFRSF18	1.077111	0.000000	NaN
HLA-DQA1	-	TNFRSF18	-0.002509	0.000000	NaN
TMSB4X	-	TNFRSF18	-0.004580	0.000000	NaN
TRBV4-1	+	TNFRSF18	0.199644	0.000000	NaN
PTGER4	+	TNFRSF18	1.021625	0.000000	NaN
RHOH	-	TNFRSF18	-0.150722	0.000000	NaN
SH2D1A	-	TNFRSF18	-1.347318	0.000000	NaN
NBAS	-	TNFRSF18	-0.325253	0.000000	NaN
CD3E	+	TNFRSF18	1.451217	0.000000	NaN
ALOX5AP	+	TNFRSF18	0.696883	0.000000	NaN
SKAP1	+	TNFRSF18	1.244186	0.000000	NaN
LIME1	+	TNFRSF18	0.130177	0.000000	NaN
TNFRSF4	-	TNFRSF18	-0.023972	0.000000	NaN
SEPT1	+	TNFRSF18	1.904944	0.000000	NaN
TMC8	+	TNFRSF18	0.648157	0.000000	NaN
HLA-DPA1	-	TNFRSF18	-0.001045	0.000000	NaN
IL2RG	+	TNFRSF18	0.991074	0.000000	NaN
GNLY	+	TNFRSF18	0.108739	0.000000	NaN
CD3G	+	TNFRSF18	1.490614	0.000000	NaN
PTPN7	+	TNFRSF18	0.564114	0.000000	NaN
SIT1	+	TNFRSF18	1.285466	0.000000	NaN
ZFP36L2	+	TNFRSF18	1.094444	0.000000	NaN
TMSB10	+	TNFRSF18	0.008503	0.000000	NaN
IKZF3	-	TNFRSF18	-2.238092	0.000000	NaN
ITM2A	-	TNFRSF18	-0.318500	0.000000	NaN
TAGAP	+	TNFRSF18	1.445538	0.000000	NaN
S100A10	+	TNFRSF18	0.050023	0.000000	NaN
TRAC	+	TNFRSF18	1.645437	0.000000	NaN
C12orf75	+	TNFRSF18	0.597465	0.000000	NaN
CD96	+	TNFRSF18	0.520154	0.000000	NaN
SLC9A3R1	+	TNFRSF18	0.077098	0.000000	NaN
DUSP2	-	TNFRSF18	-0.077436	0.000000	NaN
SELL	-	TNFRSF18	-0.560027	0.000000	NaN
TRBC1	+	TNFRSF18	3.053522	0.000000	NaN
HLA-DRB5	-	TNFRSF18	-0.001474	0.000000	NaN
CXCR4	+	TNFRSF18	0.029174	0.000000	NaN
SRGN	-	TNFRSF18	-0.025468	0.000000	NaN
RASAL3	+	TNFRSF18	1.218458	0.000000	NaN
LAT	+	TNFRSF18	0.398218	0.000000	NaN
CD2	+	TNFRSF18	0.189032	0.000000	NaN
IL7R	+	TNFRSF18	1.457717	0.000000	NaN
SYTL1	+	TNFRSF18	0.987875	0.000000	NaN
S100A4	+	TNFRSF18	0.111357	0.000000	NaN
CD40LG	-	TNFRSF18	-0.197978	0.000000	NaN
PTPRCAP	+	TNFRSF18	0.291892	0.000000	NaN
LTB	+	TNFRSF18	0.260143	0.000000	NaN
GATA3	-	TNFRSF18	-0.184661	0.000000	NaN
LCK	-	TNFRSF18	-0.368881	0.000000	NaN
BATF	-	TNFRSF18	-0.046447	0.000000	NaN
TRBC2	+	TNFRSF18	0.321083	0.000000	NaN
GZMA	-	TNFRSF18	-0.388293	0.000000	NaN
TNFRSF25	+	TNFRSF18	0.758048	0.000000	NaN
KIAA1551	-	TNFRSF18	-0.945370	0.000000	NaN
CXCR3	-	TNFRSF18	-0.350363	0.000000	NaN
DDIT4	+	TNFRSF18	0.320213	0.000000	NaN
TC2N	+	TNFRSF18	1.221363	0.000000	NaN
GZMM	+	TNFRSF18	1.971387	0.000000	NaN
SH2D2A	-	TNFRSF18	-0.023391	0.000000	NaN
ITK	+	TNFRSF18	2.256681	0.000000	NaN
HLA-DRB1	-	TNFRSF18	-0.001323	0.000000	NaN
TSPAN13	-	TNFRSF18	-0.046471	0.000000	NaN
RGS1	-	TNFRSF18	-0.167643	0.000000	NaN
APOBEC3G	-	TNFRSF18	-1.722952	0.000000	NaN
PIM2	+	TNFRSF18	0.247324	0.000000	NaN
TUBA4A	+	TNFRSF18	1.025681	0.000000	NaN
RARRES3	-	TNFRSF18	-0.085895	0.000000	NaN
TCF7	+	TNFRSF18	0.669943	0.000000	NaN
KLRB1	-	TNFRSF18	-0.741163	0.000000	NaN
GIMAP7	+	TNFRSF18	3.943351	0.000000	NaN
CD247	+	TNFRSF18	1.972448	0.000000	NaN
PGM2L1	+	TNFRSF18	0.499480	0.000000	NaN
CD3D	+	TNFRSF18	2.290564	0.000000	NaN
IL22	-	TNFRSF18	-0.014022	0.000000	NaN
CCL5	-	TNFRSF18	-0.053112	0.000000	NaN
CLEC2D	+	TNFRSF18	0.236805	0.000000	NaN
CAMK4	+	TNFRSF18	1.732745	0.000000	NaN
TRAV8-2	+	TNFRSF18	2.441241	0.000000	NaN
CD74	-	TNFRSF18	-0.001199	0.000000	NaN
CD28	-	TNFRSF18	-0.290857	0.000000	NaN
TNFRSF18	+	TNFRSF18	1.665381	0.000000	NaN
CD52	+	TNFRSF18	0.643353	0.000000	NaN
IL32	+	TNFRSF18	0.018783	0.000000	NaN
TRAV8-3	-	TNFRSF18	-0.527893	0.000000	NaN
ZAP70	+	TNFRSF18	0.150914	0.000000	NaN
ISG20	+	TNFRSF18	1.198094	0.000000	NaN
CD69	+	TNFRSF18	0.339246	0.000000	NaN
SLC38A1	+	TNFRSF18	0.468259	0.000000	NaN
LY9	-	TNFRSF18	-0.918391	0.000000	NaN
HSPA8	+	TNFRSF18	0.019149	0.000000	NaN
EVL	+	TNFRSF18	0.298139	0.000000	NaN
TOX	-	TNFRSF18	-2.242605	0.000000	NaN
TRAT1	+	TNFRSF18	0.604874	0.000000	NaN
LAIR2	+	TNFRSF18	0.511302	0.000000	NaN
CD82	+	TNFRSF18	0.454661	0.000000	NaN
ACTB	+	CD52	0.165083	0.000000	NaN
TIGIT	-	CD52	-4.483239	0.000000	NaN
BIRC3	+	CD52	5.200181	0.000000	NaN
SLAMF1	+	CD52	6.426900	0.000000	NaN
CST7	+	CD52	4.394780	0.000000	NaN
SAMSN1	+	CD52	7.813614	0.000000	NaN
HLA-DQA1	+	CD52	0.722970	0.000000	NaN
TMSB4X	+	CD52	1.541900	0.000000	NaN
TRBV4-1	-	CD52	-0.614410	0.000000	NaN
PTGER4	+	CD52	8.765880	0.000000	NaN
RHOH	-	CD52	-8.400809	0.000000	NaN
SH2D1A	-	CD52	-2.183023	0.000000	NaN
NBAS	+	CD52	3.330739	0.000000	NaN
CD3E	+	CD52	5.689290	0.000000	NaN
ALOX5AP	+	CD52	2.581341	0.000000	NaN
SKAP1	-	CD52	-5.370282	0.000000	NaN
LIME1	+	CD52	5.055208	0.000000	NaN
TNFRSF4	-	CD52	-0.183914	0.000000	NaN
SEPT1	+	CD52	0.722178	0.000000	NaN
TMC8	+	CD52	9.021970	0.000000	NaN
HLA-DPA1	+	CD52	0.684871	0.000000	NaN
IL2RG	+	CD52	7.035967	0.000000	NaN
GNLY	+	CD52	1.754325	0.000000	NaN
CD3G	+	CD52	2.212363	0.000000	NaN
PTPN7	-	CD52	-4.195397	0.000000	NaN
SIT1	+	CD52	4.799640	0.000000	NaN
ZFP36L2	+	CD52	27.440622	0.000000	NaN
TMSB10	+	CD52	3.219305	0.000000	NaN
IKZF3	+	CD52	2.943648	0.000000	NaN
ITM2A	-	CD52	-3.767931	0.000000	NaN
TAGAP	+	CD52	18.521757	0.000000	NaN
S100A10	+	CD52	6.060868	0.000000	NaN
TRAC	+	CD52	9.335108	0.000000	NaN
C12orf75	-	CD52	-0.570966	0.000000	NaN
CD96	+	CD52	2.596580	0.000000	NaN
SLC9A3R1	-	CD52	-4.942604	0.000000	NaN
DUSP2	+	CD52	4.726760	0.000000	NaN
SELL	+	CD52	4.800631	0.000000	NaN
TRBC1	+	CD52	15.421438	0.000000	NaN
HLA-DRB5	+	CD52	1.543248	0.000000	NaN
CXCR4	+	CD52	12.052772	0.000000	NaN
SRGN	+	CD52	6.480013	0.000000	NaN
RASAL3	+	CD52	8.734564	0.000000	NaN
LAT	-	CD52	-3.921300	0.000000	NaN
CD2	+	CD52	1.409969	0.000000	NaN
IL7R	+	CD52	19.800087	0.000000	NaN
SYTL1	+	CD52	8.216122	0.000000	NaN
S100A4	+	CD52	5.659241	0.000000	NaN
CD40LG	-	CD52	-0.345009	0.000000	NaN
PTPRCAP	+	CD52	3.066871	0.000000	NaN
LTB	+	CD52	5.138559	0.000000	NaN
GATA3	-	CD52	-1.975917	0.000000	NaN
LCK	+	CD52	0.460197	0.000000	NaN
BATF	+	CD52	3.138933	0.000000	NaN
TRBC2	+	CD52	2.419799	0.000000	NaN
GZMA	+	CD52	3.237793	0.000000	NaN
TNFRSF25	-	CD52	-0.350939	0.000000	NaN
KIAA1551	+	CD52	7.580278	0.000000	NaN
CXCR3	+	CD52	5.171848	0.000000	NaN
DDIT4	+	CD52	10.490559	0.000000	NaN
TC2N	+	CD52	5.436318	0.000000	NaN
GZMM	+	CD52	1.204259	0.000000	NaN
SH2D2A	-	CD52	-2.862738	0.000000	NaN
ITK	+	CD52	10.879052	0.000000	NaN
HLA-DRB1	+	CD52	0.825920	0.000000	NaN
TSPAN13	+	CD52	2.396054	0.000000	NaN
RGS1	-	CD52	-0.833048	0.000000	NaN
APOBEC3G	+	CD52	2.531773	0.000000	NaN
PIM2	+	CD52	5.642282	0.000000	NaN
TUBA4A	+	CD52	4.106762	0.000000	NaN
RARRES3	+	CD52	6.372610	0.000000	NaN
TCF7	-	CD52	-7.382812	0.000000	NaN
KLRB1	+	CD52	6.699804	0.000000	NaN
GIMAP7	+	CD52	20.706461	0.000000	NaN
CD247	+	CD52	7.344381	0.000000	NaN
PGM2L1	+	CD52	14.001264	0.000000	NaN
CD3D	+	CD52	5.325693	0.000000	NaN
IL22	-	CD52	-0.114984	0.000000	NaN
CCL5	+	CD52	3.668616	0.000000	NaN
CLEC2D	+	CD52	5.809825	0.000000	NaN
CAMK4	+	CD52	4.515241	0.000000	NaN
TRAV8-2	+	CD52	11.506598	0.000000	NaN
CD74	+	CD52	0.325315	0.000000	NaN
CD28	-	CD52	-7.716755	0.000000	NaN
TNFRSF18	+	CD52	6.399471	0.000000	NaN
CD52	+	CD52	15.393019	0.000000	NaN
IL32	-	CD52	-0.239639	0.000000	NaN
TRAV8-3	-	CD52	-0.067701	0.000000	NaN
ZAP70	+	CD52	3.365675	0.000000	NaN
ISG20	+	CD52	11.072799	0.000000	NaN
CD69	+	CD52	4.216536	0.000000	NaN
SLC38A1	+	CD52	1.573003	0.000000	NaN
LY9	-	CD52	-1.402314	0.000000	NaN
HSPA8	+	CD52	0.905380	0.000000	NaN
EVL	-	CD52	-0.680408	0.000000	NaN
TOX	-	CD52	-7.163531	0.000000	NaN
TRAT1	+	CD52	2.224585	0.000000	NaN
LAIR2	+	CD52	1.672029	0.000000	NaN
CD82	-	CD52	-1.755628	0.000000	NaN
ACTB	-	IL32	-0.411969	0.000000	NaN
TIGIT	-	IL32	-1.171686	0.000000	NaN
BIRC3	-	IL32	-4.073697	0.000000	NaN
SLAMF1	+	IL32	20.853953	0.000000	NaN
CST7	-	IL32	-4.092449	0.000000	NaN
SAMSN1	-	IL32	-13.445345	0.000000	NaN
HLA-DQA1	+	IL32	0.257754	0.000000	NaN
TMSB4X	-	IL32	-0.920062	0.000000	NaN
TRBV4-1	-	IL32	-0.714706	0.000000	NaN
PTGER4	+	IL32	25.114357	0.000000	NaN
RHOH	-	IL32	-22.409021	0.000000	NaN
SH2D1A	+	IL32	0.275318	0.000000	NaN
NBAS	+	IL32	8.098673	0.000000	NaN
CD3E	+	IL32	31.894495	0.000000	NaN
ALOX5AP	+	IL32	4.452238	0.000000	NaN
SKAP1	+	IL32	13.976253	0.000000	NaN
LIME1	+	IL32	26.211081	0.000000	NaN
TNFRSF4	+	IL32	1.594211	0.000000	NaN
SEPT1	+	IL32	20.382767	0.000000	NaN
TMC8	+	IL32	30.825858	0.000000	NaN
HLA-DPA1	+	IL32	0.192000	0.000000	NaN
IL2RG	+	IL32	12.896571	0.000000	NaN
GNLY	+	IL32	6.810481	0.000000	NaN
CD3G	+	IL32	17.029808	0.000000	NaN
PTPN7	-	IL32	-9.900888	0.000000	NaN
SIT1	+	IL32	11.243158	0.000000	NaN
ZFP36L2	+	IL32	62.704926	0.000000	NaN
TMSB10	-	IL32	-1.106739	0.000000	NaN
IKZF3	-	IL32	-18.157893	0.000000	NaN
ITM2A	-	IL32	-17.771601	0.000000	NaN
TAGAP	+	IL32	67.472964	0.000000	NaN
S100A10	-	IL32	-1.224907	0.000000	NaN
TRAC	+	IL32	31.875137	0.000000	NaN
C12orf75	+	IL32	44.218689	0.000000	NaN
CD96	+	IL32	11.674088	0.000000	NaN
SLC9A3R1	-	IL32	-17.713747	0.000000	NaN
DUSP2	-	IL32	-3.741859	0.000000	NaN
SELL	-	IL32	-19.449358	0.000000	NaN
TRBC1	+	IL32	56.713204	0.000000	NaN
HLA-DRB5	+	IL32	0.310911	0.000000	NaN
CXCR4	-	IL32	-4.011753	0.000000	NaN
SRGN	-	IL32	-1.378931	0.000000	NaN
RASAL3	+	IL32	24.953632	0.000000	NaN
LAT	-	IL32	-27.236966	0.000000	NaN
CD2	+	IL32	29.965415	0.000000	NaN
IL7R	+	IL32	42.011993	0.000000	NaN
SYTL1	+	IL32	21.207343	0.000000	NaN
S100A4	-	IL32	-0.733332	0.000000	NaN
CD40LG	+	IL32	0.150518	0.000000	NaN
PTPRCAP	+	IL32	19.809218	0.000000	NaN
LTB	+	IL32	17.010959	0.000000	NaN
GATA3	+	IL32	17.877771	0.000000	NaN
LCK	-	IL32	-7.748762	0.000000	NaN
BATF	+	IL32	25.175706	0.000000	NaN
TRBC2	+	IL32	16.999793	0.000000	NaN
GZMA	+	IL32	5.149316	0.000000	NaN
TNFRSF25	+	IL32	10.273225	0.000000	NaN
KIAA1551	+	IL32	3.195115	0.000000	NaN
CXCR3	+	IL32	9.418331	0.000000	NaN
DDIT4	+	IL32	15.769557	0.000000	NaN
TC2N	+	IL32	18.729696	0.000000	NaN
GZMM	+	IL32	11.314804	0.000000	NaN
SH2D2A	+	IL32	11.827795	0.000000	NaN
ITK	+	IL32	49.870118	0.000000	NaN
HLA-DRB1	+	IL32	0.176979	0.000000	NaN
TSPAN13	+	IL32	31.726026	0.000000	NaN
RGS1	-	IL32	-5.284553	0.000000	NaN
APOBEC3G	-	IL32	-14.505716	0.000000	NaN
PIM2	+	IL32	29.031103	0.000000	NaN
TUBA4A	-	IL32	-3.778180	0.000000	NaN
RARRES3	+	IL32	4.299990	0.000000	NaN
TCF7	+	IL32	11.713073	0.000000	NaN
KLRB1	+	IL32	8.373209	0.000000	NaN
GIMAP7	+	IL32	57.576973	0.000000	NaN
CD247	+	IL32	44.503318	0.000000	NaN
PGM2L1	+	IL32	38.815131	0.000000	NaN
CD3D	+	IL32	41.707710	0.000000	NaN
IL22	+	IL32	1.110584	0.000000	NaN
CCL5	+	IL32	3.274050	0.000000	NaN
CLEC2D	+	IL32	14.454397	0.000000	NaN
CAMK4	+	IL32	34.162974	0.000000	NaN
TRAV8-2	+	IL32	56.489297	0.000000	NaN
CD74	+	IL32	0.115260	0.000000	NaN
CD28	-	IL32	-21.570176	0.000000	NaN
TNFRSF18	+	IL32	38.180778	0.000000	NaN
CD52	+	IL32	21.239622	0.000000	NaN
IL32	+	IL32	0.755085	0.000000	NaN
TRAV8-3	-	IL32	-11.965703	0.000000	NaN
ZAP70	+	IL32	26.044642	0.000000	NaN
ISG20	+	IL32	38.344223	0.000000	NaN
CD69	+	IL32	30.242455	0.000000	NaN
SLC38A1	+	IL32	10.868778	0.000000	NaN
LY9	-	IL32	-9.374696	0.000000	NaN
HSPA8	-	IL32	-5.112130	0.000000	NaN
EVL	-	IL32	-11.150306	0.000000	NaN
TOX	-	IL32	-36.516950	0.000000	NaN
TRAT1	+	IL32	31.181838	0.000000	NaN
LAIR2	+	IL32	25.507658	0.000000	NaN
CD82	-	IL32	-8.336994	0.000000	NaN
ACTB	-	TRAV8-3	-0.008115	0.000000	NaN
TIGIT	-	TRAV8-3	-0.140088	0.000000	NaN
BIRC3	-	TRAV8-3	-0.067805	0.000000	NaN
SLAMF1	+	TRAV8-3	0.661321	0.000000	NaN
CST7	-	TRAV8-3	-0.102438	0.000000	NaN
SAMSN1	-	TRAV8-3	-0.322554	0.000000	NaN
HLA-DQA1	+	TRAV8-3	0.000131	0.000000	NaN
TMSB4X	-	TRAV8-3	-0.013660	0.000000	NaN
TRBV4-1	-	TRAV8-3	-0.078023	0.000000	NaN
PTGER4	+	TRAV8-3	0.056483	0.000000	NaN
RHOH	-	TRAV8-3	-0.902476	0.000000	NaN
SH2D1A	+	TRAV8-3	0.411013	0.000000	NaN
NBAS	+	TRAV8-3	0.373520	0.000000	NaN
CD3E	+	TRAV8-3	0.298882	0.000000	NaN
ALOX5AP	+	TRAV8-3	0.157965	0.000000	NaN
SKAP1	+	TRAV8-3	0.080949	0.000000	NaN
LIME1	+	TRAV8-3	0.681030	0.000000	NaN
TNFRSF4	+	TRAV8-3	0.012564	0.000000	NaN
SEPT1	-	TRAV8-3	-0.134226	0.000000	NaN
TMC8	+	TRAV8-3	0.664298	0.000000	NaN
HLA-DPA1	+	TRAV8-3	0.000596	0.000000	NaN
IL2RG	+	TRAV8-3	0.169112	0.000000	NaN
GNLY	+	TRAV8-3	0.053312	0.000000	NaN
CD3G	+	TRAV8-3	0.271553	0.000000	NaN
PTPN7	-	TRAV8-3	-0.796153	0.000000	NaN
SIT1	+	TRAV8-3	0.837724	0.000000	NaN
ZFP36L2	+	TRAV8-3	0.781564	0.000000	NaN
TMSB10	-	TRAV8-3	-0.012741	0.000000	NaN
IKZF3	-	TRAV8-3	-0.532759	0.000000	NaN
ITM2A	-	TRAV8-3	-0.585650	0.000000	NaN
TAGAP	+	TRAV8-3	0.930317	0.000000	NaN
S100A10	-	TRAV8-3	-0.012305	0.000000	NaN
TRAC	+	TRAV8-3	0.581735	0.000000	NaN
C12orf75	+	TRAV8-3	0.686057	0.000000	NaN
CD96	+	TRAV8-3	0.287477	0.000000	NaN
SLC9A3R1	-	TRAV8-3	-0.509193	0.000000	NaN
DUSP2	-	TRAV8-3	-0.085289	0.000000	NaN
SELL	-	TRAV8-3	-0.307853	0.000000	NaN
TRBC1	+	TRAV8-3	0.809841	0.000000	NaN
HLA-DRB5	+	TRAV8-3	0.000679	0.000000	NaN
CXCR4	-	TRAV8-3	-0.050845	0.000000	NaN
SRGN	-	TRAV8-3	-0.020275	0.000000	NaN
RASAL3	+	TRAV8-3	0.643072	0.000000	NaN
LAT	-	TRAV8-3	-0.666455	0.000000	NaN
CD2	+	TRAV8-3	0.423900	0.000000	NaN
IL7R	+	TRAV8-3	0.505155	0.000000	NaN
SYTL1	+	TRAV8-3	0.515792	0.000000	NaN
S100A4	-	TRAV8-3	-0.014750	0.000000	NaN
CD40LG	-	TRAV8-3	-0.144717	0.000000	NaN
PTPRCAP	+	TRAV8-3	0.260340	0.000000	NaN
LTB	+	TRAV8-3	0.602943	0.000000	NaN
GATA3	+	TRAV8-3	1.035391	0.000000	NaN
LCK	+	TRAV8-3	0.367059	0.000000	NaN
BATF	+	TRAV8-3	0.224010	0.000000	NaN
TRBC2	+	TRAV8-3	0.499932	0.000000	NaN
GZMA	+	TRAV8-3	0.211962	0.000000	NaN
TNFRSF25	+	TRAV8-3	0.368272	0.000000	NaN
KIAA1551	-	TRAV8-3	-0.207926	0.000000	NaN
CXCR3	-	TRAV8-3	-0.131339	0.000000	NaN
DDIT4	-	TRAV8-3	-0.055365	0.000000	NaN
TC2N	+	TRAV8-3	0.783209	0.000000	NaN
GZMM	+	TRAV8-3	0.601311	0.000000	NaN
SH2D2A	+	TRAV8-3	0.012259	0.000000	NaN
ITK	+	TRAV8-3	1.326785	0.000000	NaN
HLA-DRB1	+	TRAV8-3	0.000447	0.000000	NaN
TSPAN13	+	TRAV8-3	0.744120	0.000000	NaN
RGS1	-	TRAV8-3	-0.184457	0.000000	NaN
APOBEC3G	+	TRAV8-3	0.016398	0.000000	NaN
PIM2	+	TRAV8-3	0.250138	0.000000	NaN
TUBA4A	+	TRAV8-3	0.037497	0.000000	NaN
RARRES3	-	TRAV8-3	-0.325354	0.000000	NaN
TCF7	-	TRAV8-3	-0.780299	0.000000	NaN
KLRB1	+	TRAV8-3	0.292933	0.000000	NaN
GIMAP7	+	TRAV8-3	0.833689	0.000000	NaN
CD247	+	TRAV8-3	0.970762	0.000000	NaN
PGM2L1	+	TRAV8-3	1.270019	0.000000	NaN
CD3D	+	TRAV8-3	0.817732	0.000000	NaN
IL22	-	TRAV8-3	-0.022384	0.000000	NaN
CCL5	-	TRAV8-3	-0.002942	0.000000	NaN
CLEC2D	+	TRAV8-3	0.493852	0.000000	NaN
CAMK4	+	TRAV8-3	0.986280	0.000000	NaN
TRAV8-2	+	TRAV8-3	1.388212	0.000000	NaN
CD74	-	TRAV8-3	-0.000005	0.000000	NaN
CD28	+	TRAV8-3	0.006201	0.000000	NaN
TNFRSF18	+	TRAV8-3	0.576876	0.000000	NaN
CD52	+	TRAV8-3	0.368984	0.000000	NaN
IL32	+	TRAV8-3	0.010011	0.000000	NaN
TRAV8-3	+	TRAV8-3	0.330988	0.000000	NaN
ZAP70	+	TRAV8-3	0.394477	0.000000	NaN
ISG20	+	TRAV8-3	0.551314	0.000000	NaN
CD69	+	TRAV8-3	0.059336	0.000000	NaN
SLC38A1	+	TRAV8-3	0.271908	0.000000	NaN
LY9	+	TRAV8-3	0.131558	0.000000	NaN
HSPA8	-	TRAV8-3	-0.123460	0.000000	NaN
EVL	-	TRAV8-3	-0.191168	0.000000	NaN
TOX	-	TRAV8-3	-0.764459	0.000000	NaN
TRAT1	+	TRAV8-3	0.249725	0.000000	NaN
LAIR2	+	TRAV8-3	0.611310	0.000000	NaN
CD82	+	TRAV8-3	0.395014	0.000000	NaN
ACTB	-	ZAP70	-0.011496	0.000000	NaN
TIGIT	-	ZAP70	-0.236664	0.000000	NaN
BIRC3	-	ZAP70	-0.130653	0.000000	NaN
SLAMF1	+	ZAP70	0.211088	0.000000	NaN
CST7	-	ZAP70	-0.026780	0.000000	NaN
SAMSN1	-	ZAP70	-0.405476	0.000000	NaN
HLA-DQA1	+	ZAP70	0.004776	0.000000	NaN
TMSB4X	-	ZAP70	-0.029402	0.000000	NaN
TRBV4-1	+	ZAP70	0.004646	0.000000	NaN
PTGER4	+	ZAP70	0.419996	0.000000	NaN
RHOH	-	ZAP70	-0.975805	0.000000	NaN
SH2D1A	-	ZAP70	-0.461912	0.000000	NaN
NBAS	+	ZAP70	0.136802	0.000000	NaN
CD3E	+	ZAP70	1.103371	0.000000	NaN
ALOX5AP	+	ZAP70	0.575387	0.000000	NaN
SKAP1	-	ZAP70	-0.192104	0.000000	NaN
LIME1	+	ZAP70	0.443898	0.000000	NaN
TNFRSF4	+	ZAP70	0.087730	0.000000	NaN
SEPT1	+	ZAP70	0.544402	0.000000	NaN
TMC8	+	ZAP70	0.751723	0.000000	NaN
HLA-DPA1	+	ZAP70	0.003731	0.000000	NaN
IL2RG	+	ZAP70	0.231202	0.000000	NaN
GNLY	+	ZAP70	0.104163	0.000000	NaN
CD3G	+	ZAP70	0.623031	0.000000	NaN
PTPN7	-	ZAP70	-0.244831	0.000000	NaN
SIT1	+	ZAP70	0.972718	0.000000	NaN
ZFP36L2	+	ZAP70	2.421036	0.000000	NaN
TMSB10	-	ZAP70	-0.034610	0.000000	NaN
IKZF3	-	ZAP70	-0.086713	0.000000	NaN
ITM2A	-	ZAP70	-0.695986	0.000000	NaN
TAGAP	+	ZAP70	2.561356	0.000000	NaN
S100A10	-	ZAP70	-0.041838	0.000000	NaN
TRAC	+	ZAP70	1.328172	0.000000	NaN
C12orf75	+	ZAP70	1.296883	0.000000	NaN
CD96	+	ZAP70	0.667921	0.000000	NaN
SLC9A3R1	-	ZAP70	-0.560165	0.000000	NaN
DUSP2	-	ZAP70	-0.111631	0.000000	NaN
SELL	-	ZAP70	-0.514426	0.000000	NaN
TRBC1	+	ZAP70	1.667129	0.000000	NaN
HLA-DRB5	+	ZAP70	0.006547	0.000000	NaN
CXCR4	-	ZAP70	-0.215534	0.000000	NaN
SRGN	-	ZAP70	-0.053092	0.000000	NaN
RASAL3	+	ZAP70	0.886998	0.000000	NaN
LAT	-	ZAP70	-0.717876	0.000000	NaN
CD2	+	ZAP70	0.901684	0.000000	NaN
IL7R	+	ZAP70	1.224161	0.000000	NaN
SYTL1	+	ZAP70	0.475945	0.000000	NaN
S100A4	-	ZAP70	-0.044526	0.000000	NaN
CD40LG	-	ZAP70	-0.069502	0.000000	NaN
PTPRCAP	+	ZAP70	0.234638	0.000000	NaN
LTB	+	ZAP70	0.598146	0.000000	NaN
GATA3	+	ZAP70	0.289713	0.000000	NaN
LCK	-	ZAP70	-0.085162	0.000000	NaN
BATF	+	ZAP70	0.234031	0.000000	NaN
TRBC2	+	ZAP70	1.045638	0.000000	NaN
GZMA	+	ZAP70	0.548840	0.000000	NaN
TNFRSF25	+	ZAP70	0.859311	0.000000	NaN
KIAA1551	+	ZAP70	0.253279	0.000000	NaN
CXCR3	+	ZAP70	1.470277	0.000000	NaN
DDIT4	+	ZAP70	0.267351	0.000000	NaN
TC2N	+	ZAP70	0.881455	0.000000	NaN
